phrase,news_count,research_count,speech_count,news_percentage,research_percentage,speech_percentage,average_percentage,source,agriculture_and_food_production,healthcare_and_wellbeing,general,none_of_the_above
isolated colonies,0.0,28.0,0.0,0.0,0.0003,0.0,0.0003,research,True,False,False,False
cob diameter,0.0,35.0,0.0,0.0,0.0003,0.0,0.0003,research,True,False,False,False
roller coaster,21.0,0.0,22.0,0.0002,0.0,0.0004,0.0003,news_speech,False,False,True,False
unskilled labour,9.0,59.0,0.0,0.0001,0.0005,0.0,0.0003,news_research,False,False,True,False
presbyters,0.0,32.0,0.0,0.0,0.0003,0.0,0.0003,research,False,False,True,False
solvent extraction,0.0,33.0,0.0,0.0,0.0003,0.0,0.0003,research,True,False,True,False
examination results,61.0,34.0,12.0,0.0005,0.0003,0.0002,0.0003,news_research_speech,False,True,True,False
burnt clay bricks,0.0,30.0,0.0,0.0,0.0003,0.0,0.0003,research,False,False,True,False
solvent front,0.0,31.0,0.0,0.0,0.0003,0.0,0.0003,research,False,False,True,False
narcotics control board,0.0,0.0,17.0,0.0,0.0,0.0003,0.0003,speech,False,True,True,False
retirement benefits,44.0,55.0,6.0,0.0004,0.0005,0.0001,0.0003,news_research_speech,False,False,True,False
reserves program,0.0,0.0,16.0,0.0,0.0,0.0003,0.0003,speech,False,False,True,False
party structure,24.0,4.0,39.0,0.0002,0.0,0.0006,0.0003,news_research_speech,False,False,True,False
party loyalists,101.0,3.0,7.0,0.0009,0.0,0.0001,0.0003,news_research_speech,False,False,True,False
qualifying campaign,55.0,0.0,7.0,0.0005,0.0,0.0001,0.0003,news_speech,False,False,True,False
herb,24.0,75.0,4.0,0.0002,0.0007,0.0001,0.0003,news_research_speech,True,True,False,False
refreshment,42.0,26.0,18.0,0.0004,0.0002,0.0003,0.0003,news_research_speech,True,False,False,False
seedling growth,0.0,28.0,0.0,0.0,0.0003,0.0,0.0003,research,True,False,False,False
teacher respondents,0.0,31.0,0.0,0.0,0.0003,0.0,0.0003,research,False,False,True,False
refreshments,68.0,10.0,7.0,0.0006,0.0001,0.0001,0.0003,news_research_speech,True,False,False,False
effort expectancy,0.0,38.0,0.0,0.0,0.0003,0.0,0.0003,research,False,False,True,False
examiner,30.0,19.0,24.0,0.0003,0.0002,0.0004,0.0003,news_research_speech,False,True,True,False
somewh,0.0,0.0,17.0,0.0,0.0,0.0003,0.0003,speech,False,False,False,True
cut off point,0.0,4.0,36.0,0.0,0.0,0.0006,0.0003,research_speech,False,False,True,False
facemasks,72.0,1.0,0.0,0.0006,0.0,0.0,0.0003,news_research,False,True,False,False
teacher training allowance,12.0,0.0,28.0,0.0001,0.0,0.0005,0.0003,news_speech,False,False,True,False
teacher traines,0.0,0.0,18.0,0.0,0.0,0.0003,0.0003,speech,False,False,True,False
qualifying,65.0,1.0,25.0,0.0006,0.0,0.0004,0.0003,news_research_speech,False,False,True,False
coalition government,62.0,0.0,8.0,0.0005,0.0,0.0001,0.0003,news_speech,False,False,True,False
replacement cost,4.0,64.0,0.0,0.0,0.0006,0.0,0.0003,news_research,False,False,True,False
dirge performers,0.0,29.0,0.0,0.0,0.0003,0.0,0.0003,research,False,False,True,False
coaching staff,74.0,1.0,14.0,0.0006,0.0,0.0002,0.0003,news_research_speech,False,False,True,False
befitting burial,84.0,10.0,6.0,0.0007,0.0001,0.0001,0.0003,news_research_speech,False,False,True,False
qualitative approaches,0.0,34.0,0.0,0.0,0.0003,0.0,0.0003,research,False,False,True,False
party rules,75.0,0.0,2.0,0.0006,0.0,0.0,0.0003,news_speech,False,False,True,False
customs division,21.0,10.0,36.0,0.0002,0.0001,0.0006,0.0003,news_research_speech,False,False,True,False
customs duties,70.0,13.0,4.0,0.0006,0.0001,0.0001,0.0003,news_research_speech,False,False,True,False
teacher licensure exams,35.0,0.0,0.0,0.0003,0.0,0.0,0.0003,news,False,False,True,False
effrontery,30.0,0.0,0.0,0.0003,0.0,0.0,0.0003,news,False,False,True,False
role conflict,1.0,62.0,0.0,0.0,0.0006,0.0,0.0003,news_research,False,False,True,False
mahogany,20.0,53.0,16.0,0.0002,0.0005,0.0003,0.0003,news_research_speech,True,False,False,False
customs officers,73.0,0.0,2.0,0.0006,0.0,0.0,0.0003,news_speech,False,False,True,False
reserve program,0.0,0.0,18.0,0.0,0.0,0.0003,0.0003,speech,False,False,True,False
warehouse operations management,0.0,29.0,0.0,0.0,0.0003,0.0,0.0003,research,True,False,True,False
customer service quality,0.0,31.0,0.0,0.0,0.0003,0.0,0.0003,research,False,False,True,False
all-expense paid trip,32.0,0.0,0.0,0.0003,0.0,0.0,0.0003,news,False,False,True,False
cocoa exports,67.0,14.0,12.0,0.0006,0.0001,0.0002,0.0003,news_research_speech,True,False,True,False
tunel river,0.0,0.0,17.0,0.0,0.0,0.0003,0.0003,speech,False,False,False,True
belief systems,29.0,76.0,4.0,0.0002,0.0007,0.0001,0.0003,news_research_speech,False,False,True,False
balloon,55.0,16.0,17.0,0.0005,0.0001,0.0003,0.0003,news_research_speech,False,False,True,False
rainfall regime,0.0,30.0,0.0,0.0,0.0003,0.0,0.0003,research,True,False,False,False
teaching strategy,0.0,28.0,0.0,0.0,0.0003,0.0,0.0003,research,False,False,True,False
managing projects,2.0,103.0,1.0,0.0,0.0009,0.0,0.0003,news_research_speech,False,False,True,False
taxicab,34.0,0.0,0.0,0.0003,0.0,0.0,0.0003,news,False,False,True,False
bus stops,42.0,25.0,11.0,0.0004,0.0002,0.0002,0.0003,news_research_speech,False,False,True,False
president aado,0.0,0.0,18.0,0.0,0.0,0.0003,0.0003,speech,False,False,False,True
examination fees,30.0,5.0,31.0,0.0003,0.0,0.0005,0.0003,news_research_speech,False,False,True,False
cluster sampling technique,0.0,28.0,0.0,0.0,0.0003,0.0,0.0003,research,False,False,True,False
irrigation purposes,17.0,69.0,13.0,0.0001,0.0006,0.0002,0.0003,news_research_speech,True,False,False,False
solution methods,0.0,33.0,0.0,0.0,0.0003,0.0,0.0003,research,False,False,True,False
taxa,0.0,33.0,0.0,0.0,0.0003,0.0,0.0003,research,True,False,False,False
medicine men,0.0,38.0,0.0,0.0,0.0003,0.0,0.0003,research,False,True,True,False
passenger seat,35.0,0.0,0.0,0.0003,0.0,0.0,0.0003,news,False,False,True,False
passenger numbers,37.0,0.0,0.0,0.0003,0.0,0.0,0.0003,news,False,False,True,False
irrigation scheme,18.0,33.0,26.0,0.0002,0.0003,0.0004,0.0003,news_research_speech,True,False,False,False
irrigation system,11.0,43.0,33.0,0.0001,0.0004,0.0005,0.0003,news_research_speech,True,False,False,False
localization,30.0,29.0,11.0,0.0003,0.0003,0.0002,0.0003,news_research_speech,False,False,True,False
meeting government,0.0,0.0,20.0,0.0,0.0,0.0003,0.0003,speech,False,False,True,False
solution phase,0.0,37.0,0.0,0.0,0.0003,0.0,0.0003,research,False,False,True,False
solution procedure,0.0,32.0,0.0,0.0,0.0003,0.0,0.0003,research,False,False,True,False
all-expenses-paid trip,33.0,0.0,0.0,0.0003,0.0,0.0,0.0003,news,False,False,True,False
frequency authorization,9.0,0.0,32.0,0.0001,0.0,0.0005,0.0003,news_speech,False,False,True,False
cocktail tasting event,39.0,0.0,0.0,0.0003,0.0,0.0,0.0003,news,True,False,False,False
examination process,59.0,5.0,17.0,0.0005,0.0,0.0003,0.0003,news_research_speech,False,False,True,False
seed treatment,1.0,67.0,0.0,0.0,0.0006,0.0,0.0003,news_research,True,False,False,False
narrations,26.0,81.0,4.0,0.0002,0.0007,0.0001,0.0003,news_research_speech,False,False,True,False
cockpit voice recorder,52.0,0.0,11.0,0.0004,0.0,0.0002,0.0003,news_speech,False,False,True,False
island communities,76.0,11.0,12.0,0.0007,0.0001,0.0002,0.0003,news_research_speech,False,False,True,False
dolphins,58.0,9.0,0.0,0.0005,0.0001,0.0,0.0003,news_research,False,False,True,False
party folks,36.0,2.0,39.0,0.0003,0.0,0.0006,0.0003,news_research_speech,False,False,True,False
party food soldiers,0.0,0.0,17.0,0.0,0.0,0.0003,0.0003,speech,True,False,False,False
burnt site,0.0,29.0,0.0,0.0,0.0003,0.0,0.0003,research,False,False,True,False
frequency domain,0.0,34.0,0.0,0.0,0.0003,0.0,0.0003,research,False,False,True,False
replenishment,22.0,73.0,6.0,0.0002,0.0007,0.0001,0.0003,news_research_speech,True,False,False,False
replays,31.0,0.0,0.0,0.0003,0.0,0.0,0.0003,news,False,False,False,True
teaching and learning processes,3.0,61.0,0.0,0.0,0.0006,0.0,0.0003,news_research,False,False,True,False
feats,68.0,6.0,5.0,0.0006,0.0001,0.0001,0.0003,news_research_speech,False,False,True,False
cocoa bills,85.0,1.0,6.0,0.0007,0.0,0.0001,0.0003,news_research_speech,True,False,False,False
beings,22.0,68.0,12.0,0.0002,0.0006,0.0002,0.0003,news_research_speech,False,False,True,False
teaching method,3.0,60.0,0.0,0.0,0.0006,0.0,0.0003,news_research,False,False,True,False
dollar reserves,46.0,0.0,10.0,0.0004,0.0,0.0002,0.0003,news_speech,False,False,True,False
narrative form,0.0,29.0,0.0,0.0,0.0003,0.0,0.0003,research,False,False,True,False
entrepreneurship training,56.0,31.0,5.0,0.0005,0.0003,0.0001,0.0003,news_research_speech,False,False,True,False
customer volumes,0.0,38.0,0.0,0.0,0.0003,0.0,0.0003,research,False,False,True,False
trypton water,0.0,33.0,0.0,0.0,0.0003,0.0,0.0003,research,False,False,False,True
frigates,39.0,0.0,0.0,0.0003,0.0,0.0,0.0003,news,False,False,True,False
business committee meeting,4.0,0.0,34.0,0.0,0.0,0.0006,0.0003,news_speech,False,False,True,False
health service providers,40.0,58.0,2.0,0.0003,0.0005,0.0,0.0003,news_research_speech,False,True,False,False
colleague journalist,7.0,0.0,30.0,0.0001,0.0,0.0005,0.0003,news_speech,False,False,True,False
nursing trainee allowances,30.0,0.0,0.0,0.0003,0.0,0.0,0.0003,news,False,True,False,False
climate focus series,0.0,0.0,19.0,0.0,0.0,0.0003,0.0003,speech,False,False,True,False
climate goals,55.0,1.0,16.0,0.0005,0.0,0.0003,0.0003,news_research_speech,False,False,True,False
waste pickers,55.0,21.0,6.0,0.0005,0.0002,0.0001,0.0003,news_research_speech,False,False,True,False
tariff adjustments,77.0,1.0,21.0,0.0007,0.0,0.0003,0.0003,news_research_speech,False,False,True,False
regiment,30.0,4.0,33.0,0.0003,0.0,0.0005,0.0003,news_research_speech,False,False,True,False
climate insurance,72.0,0.0,1.0,0.0006,0.0,0.0,0.0003,news_speech,False,False,True,False
alleged coup plot,30.0,0.0,0.0,0.0003,0.0,0.0,0.0003,news,False,False,True,False
reference station,0.0,31.0,0.0,0.0,0.0003,0.0,0.0003,research,False,False,True,False
business interests,74.0,11.0,12.0,0.0006,0.0001,0.0002,0.0003,news_research_speech,False,False,True,False
exchange rate movements,40.0,51.0,1.0,0.0003,0.0005,0.0,0.0003,news_research_speech,False,False,True,False
currents,17.0,55.0,10.0,0.0001,0.0005,0.0002,0.0003,news_research_speech,False,False,True,False
variation orders,7.0,100.0,1.0,0.0001,0.0009,0.0,0.0003,news_research_speech,False,False,True,False
business landscape,53.0,14.0,13.0,0.0005,0.0001,0.0002,0.0003,news_research_speech,False,False,True,False
alleged crimes,82.0,1.0,8.0,0.0007,0.0,0.0001,0.0003,news_research_speech,False,False,True,False
healthare system,0.0,0.0,17.0,0.0,0.0,0.0003,0.0003,speech,False,True,False,False
targeted sample,0.0,29.0,0.0,0.0,0.0003,0.0,0.0003,research,False,False,True,False
healthc care,0.0,0.0,20.0,0.0,0.0,0.0003,0.0003,speech,False,True,False,False
healthc care financing,0.0,0.0,21.0,0.0,0.0,0.0003,0.0003,speech,False,True,False,False
soybean lines,0.0,34.0,0.0,0.0,0.0003,0.0,0.0003,research,True,False,False,False
climate cooperation,39.0,0.0,0.0,0.0003,0.0,0.0,0.0003,news,False,False,True,False
pressing concerns,60.0,8.0,12.0,0.0005,0.0001,0.0002,0.0003,news_research_speech,False,False,True,False
pressing concern,73.0,1.0,17.0,0.0006,0.0,0.0003,0.0003,news_research_speech,False,False,True,False
education director,6.0,0.0,29.0,0.0001,0.0,0.0005,0.0003,news_speech,False,False,True,False
selection procedure,0.0,50.0,4.0,0.0,0.0005,0.0001,0.0003,research_speech,False,False,True,False
soil-solution system,0.0,30.0,0.0,0.0,0.0003,0.0,0.0003,research,True,False,False,False
targeted support,93.0,3.0,6.0,0.0008,0.0,0.0001,0.0003,news_research_speech,False,False,True,False
presses,7.0,31.0,22.0,0.0001,0.0003,0.0004,0.0003,news_research_speech,False,False,True,False
issuers,50.0,24.0,11.0,0.0004,0.0002,0.0002,0.0003,news_research_speech,False,False,True,False
robbery attacks,107.0,4.0,3.0,0.0009,0.0,0.0,0.0003,news_research_speech,False,False,True,False
healthcare institutions,40.0,63.0,1.0,0.0003,0.0006,0.0,0.0003,news_research_speech,False,True,False,False
disaster risk reduction,30.0,55.0,6.0,0.0003,0.0005,0.0001,0.0003,news_research_speech,False,False,True,False
business handing,0.0,0.0,20.0,0.0,0.0,0.0003,0.0003,speech,False,False,True,False
business groups,31.0,21.0,19.0,0.0003,0.0002,0.0003,0.0003,news_research_speech,False,False,True,False
business goals,33.0,39.0,8.0,0.0003,0.0004,0.0001,0.0003,news_research_speech,False,False,True,False
retention factors,0.0,37.0,0.0,0.0,0.0003,0.0,0.0003,research,False,False,True,False
infection prevention,49.0,24.0,14.0,0.0004,0.0002,0.0002,0.0003,news_research_speech,False,True,False,False
fuel shortages,67.0,15.0,8.0,0.0006,0.0001,0.0001,0.0003,news_research_speech,False,False,True,False
cursory look,21.0,76.0,2.0,0.0002,0.0007,0.0,0.0003,news_research_speech,False,False,True,False
selected towns,1.0,65.0,0.0,0.0,0.0006,0.0,0.0003,news_research,False,False,True,False
exchange rate fluctuations,47.0,53.0,7.0,0.0004,0.0005,0.0001,0.0003,news_research_speech,False,False,True,False
bamboo technology,0.0,36.0,0.0,0.0,0.0003,0.0,0.0003,research,True,False,False,False
fraud detection,43.0,19.0,0.0,0.0004,0.0002,0.0,0.0003,news_research,False,False,True,False
business functions,9.0,57.0,0.0,0.0001,0.0005,0.0,0.0003,news_research,False,False,True,False
business idea,43.0,11.0,19.0,0.0004,0.0001,0.0003,0.0003,news_research_speech,False,False,True,False
healthcare provider,45.0,63.0,3.0,0.0004,0.0006,0.0,0.0003,news_research_speech,False,True,False,False
loan losses,18.0,82.0,1.0,0.0002,0.0008,0.0,0.0003,news_research_speech,False,False,True,False
collation centers,30.0,2.0,36.0,0.0003,0.0,0.0006,0.0003,news_research_speech,False,False,True,False
digital address,57.0,3.0,20.0,0.0005,0.0,0.0003,0.0003,news_research_speech,False,False,True,False
curriculum development,60.0,35.0,13.0,0.0005,0.0003,0.0002,0.0003,news_research_speech,False,False,True,False
medical laboratory institutions,0.0,31.0,0.0,0.0,0.0003,0.0,0.0003,research,False,True,False,False
fence walls,54.0,11.0,14.0,0.0005,0.0001,0.0002,0.0003,news_research_speech,False,False,True,False
nursing mother,87.0,8.0,6.0,0.0007,0.0001,0.0001,0.0003,news_research_speech,False,True,False,False
business income,18.0,22.0,27.0,0.0002,0.0002,0.0004,0.0003,news_research_speech,False,False,True,False
information systems capability,0.0,34.0,0.0,0.0,0.0003,0.0,0.0003,research,False,False,True,False
collated data,0.0,34.0,0.0,0.0,0.0003,0.0,0.0003,research,False,False,True,False
past one week,20.0,3.0,37.0,0.0002,0.0,0.0006,0.0003,news_research_speech,False,False,False,True
participating teams,99.0,2.0,7.0,0.0009,0.0,0.0001,0.0003,news_research_speech,False,False,True,False
education authorities,43.0,10.0,18.0,0.0004,0.0001,0.0003,0.0003,news_research_speech,False,False,True,False
vault,51.0,9.0,33.0,0.0004,0.0001,0.0005,0.0003,news_research_speech,False,False,True,False
roster,67.0,6.0,6.0,0.0006,0.0001,0.0001,0.0003,news_research_speech,False,False,True,False
roadsides,42.0,49.0,2.0,0.0004,0.0005,0.0,0.0003,news_research_speech,False,False,True,False
market interest rate,0.0,28.0,0.0,0.0,0.0003,0.0,0.0003,research,False,False,True,False
loan delinquency,1.0,96.0,1.0,0.0,0.0009,0.0,0.0003,news_research_speech,False,False,True,False
pressure drop,0.0,36.0,0.0,0.0,0.0003,0.0,0.0003,research,False,False,True,False
curators,27.0,90.0,1.0,0.0002,0.0008,0.0,0.0003,news_research_speech,False,False,True,False
spacecraft,60.0,9.0,0.0,0.0005,0.0001,0.0,0.0003,news_research,False,False,True,False
pressure groups,34.0,47.0,14.0,0.0003,0.0004,0.0002,0.0003,news_research_speech,False,False,True,False
differentiation strategy,0.0,36.0,0.0,0.0,0.0003,0.0,0.0003,research,False,False,True,False
school bags,70.0,15.0,4.0,0.0006,0.0001,0.0001,0.0003,news_research_speech,False,False,True,False
health situation,33.0,21.0,17.0,0.0003,0.0002,0.0003,0.0003,news_research_speech,False,True,False,False
prefabricated components,0.0,28.0,0.0,0.0,0.0003,0.0,0.0003,research,False,False,True,False
highway construction projects,0.0,37.0,0.0,0.0,0.0003,0.0,0.0003,research,False,False,True,False
pupillage,32.0,0.0,0.0,0.0003,0.0,0.0,0.0003,news,False,False,True,False
loan default rate,0.0,28.0,0.0,0.0,0.0003,0.0,0.0003,research,False,False,True,False
mango fruit,0.0,32.0,0.0,0.0,0.0003,0.0,0.0003,research,True,False,False,False
unifying force,64.0,13.0,4.0,0.0006,0.0001,0.0001,0.0003,news_research_speech,False,False,True,False
college students,23.0,78.0,1.0,0.0002,0.0007,0.0,0.0003,news_research_speech,False,False,True,False
health staffs,0.0,34.0,0.0,0.0,0.0003,0.0,0.0003,research,False,True,False,False
loan defaulters,11.0,63.0,4.0,0.0001,0.0006,0.0001,0.0003,news_research_speech,False,False,True,False
quality cocoa beans,0.0,34.0,0.0,0.0,0.0003,0.0,0.0003,research,True,False,False,False
managing directors,24.0,30.0,23.0,0.0002,0.0003,0.0004,0.0003,news_research_speech,False,False,True,False
health threat,22.0,65.0,11.0,0.0002,0.0006,0.0002,0.0003,news_research_speech,False,True,False,False
accountability practices,0.0,33.0,0.0,0.0,0.0003,0.0,0.0003,research,False,False,True,False
climate change actions,72.0,0.0,2.0,0.0006,0.0,0.0,0.0003,news_speech,True,False,True,False
union members,52.0,31.0,15.0,0.0004,0.0003,0.0002,0.0003,news_research_speech,False,False,True,False
purchase price,34.0,60.0,1.0,0.0003,0.0006,0.0,0.0003,news_research_speech,False,False,True,False
market rates,38.0,32.0,17.0,0.0003,0.0003,0.0003,0.0003,news_research_speech,False,False,True,False
wall thickness,0.0,29.0,0.0,0.0,0.0003,0.0,0.0003,research,False,False,True,False
telecommunications giant,66.0,0.0,1.0,0.0006,0.0,0.0,0.0003,news_speech,False,False,True,False
soybean yield,0.0,31.0,0.0,0.0,0.0003,0.0,0.0003,research,True,False,False,False
business magnate,39.0,0.0,0.0,0.0003,0.0,0.0,0.0003,news,False,False,True,False
telecommunication services,40.0,33.0,0.0,0.0003,0.0003,0.0,0.0003,news_research,False,False,True,False
climate change issues,63.0,19.0,16.0,0.0005,0.0002,0.0003,0.0003,news_research_speech,True,False,True,False
exchange rate situation,1.0,5.0,53.0,0.0,0.0,0.0009,0.0003,news_research_speech,False,False,True,False
telecommunication operators,11.0,52.0,0.0,0.0001,0.0005,0.0,0.0003,news_research,False,False,True,False
telecommunication networks,34.0,44.0,6.0,0.0003,0.0004,0.0001,0.0003,news_research_speech,False,False,True,False
reference sample,0.0,36.0,0.0,0.0,0.0003,0.0,0.0003,research,False,True,False,False
climate challenges,69.0,2.0,20.0,0.0006,0.0,0.0003,0.0003,news_research_speech,True,False,True,False
pawns,41.0,4.0,25.0,0.0004,0.0,0.0004,0.0003,news_research_speech,False,False,False,True
soil tillage,0.0,31.0,0.0,0.0,0.0003,0.0,0.0003,research,True,False,False,False
alleged embezzlement,56.0,0.0,6.0,0.0005,0.0,0.0001,0.0003,news_speech,False,False,True,False
telephone calls,14.0,86.0,2.0,0.0001,0.0008,0.0,0.0003,news_research_speech,False,False,True,False
assets declaration,22.0,0.0,24.0,0.0002,0.0,0.0004,0.0003,news_speech,False,False,True,False
climate and development knowledge network,0.0,0.0,21.0,0.0,0.0,0.0003,0.0003,speech,True,False,True,False
purchase order,6.0,51.0,0.0,0.0001,0.0005,0.0,0.0003,news_research,False,False,True,False
member companies,68.0,8.0,16.0,0.0006,0.0001,0.0003,0.0003,news_research_speech,False,False,True,False
education committee,10.0,1.0,51.0,0.0001,0.0,0.0008,0.0003,news_research_speech,False,False,True,False
