text,language,priority,option1,option2,option3,model1,model2,model3
Ngɔɔ nihi nɛ o kase ɔ he nile kɛ kale nɔ nɛ ngɛ nɔ yae ngɛ foni nɛ,ada,1,Use the knowledge you gained about people to identify what is happening in this picture,,,gemini-3.6-flash,,
Mo de o susumi ɔ ngɔ ha nyɛ sibi ɔmɛ.,ada,1,Tell your answers to each other.,,,gemini-3.6-flash,,
E peeɔ mo Dangme.,ada,1,He/She makes you Dangme.,,,gemini-3.6-flash,,
Mi nylɔmi bimihi nɛ kɔɔ jemeawɔhi a he,ada,1,My research questions regarding taboo names,,,gemini-3.6-flash,,
Moo ngma jemɛawɔ biɛhi enuɔ nɛ nihi hineɔ ngɛ nyɛ ma a mi.,ada,1,Write five taboo names that people abhor in your town.,,,gemini-3.6-flash,,
Moo ngma jemɛawɔ biɛhi enuɔ nɛ ngɛ nyɛ gbi ɔ mi nɛ o tsɔɔ a puɛ he.,ada,1,Write five taboo names in your language and explain the reason for their prohibition.,,,gemini-3.6-flash,,
Moo ngma jemɛawɔ ko nɛ o tsɔɔ biɛhi nɛ a woɔ ngɛ e sisi.,ada,1,Write a taboo name and explain the names given under it.,,,gemini-3.6-flash,,
Moo tsɔɔ nɔ kake he je nɛ nɔ ko maa kplɛɛ nɛ e ngɔ jemɛawɔ biɛ kɛ wo,ada,1,Give one reason why someone would accept a taboo name.,,,gemini-3.6-flash,,
Moo ngma jemɛawɔ biɛ he se nami etɛ nɛ ngɛ kɛ ha nihi nɛ hineɔ biɛ ɔ.,ada,1,Write three benefits of taboo names for people who abhor them.,,,gemini-3.6-flash,,
Mi nylɔmi bimihi nɛ kɔɔ nyumu kɛ yo mi sɛmi,ada,1,My research questions regarding male and female initiation ceremonies,,,gemini-3.6-flash,,
Moo ngɔ mo nitsɛ o munyuhi kɛ tsɔɔ nyumu kɛ yo mi sɛmi kusumi ɔ,ada,1,Use your own words to describe the male and female initiation custom.,,,gemini-3.6-flash,,
Mɛni he je nɛ se nami nɛ ɔmɛ a he hia?,ada,1,Why are these benefits important?,,,gemini-3.6-flash,,
Yo mi sɛmi kɛ nyumu mi sɛmi kusumi ɔ he mɛni o maa suɔ nɛ a blɛke,ada,1,What would you like to be changed about female and male puberty rites?,,,gemini-3.6-flash,,
Moo tsɔɔ nɔ he je nɛ o maa suɔ lɛ ja.,ada,1,Explain why you would want it like that.,,,gemini-3.6-flash,,
Mlaahi nɛ kudɔɔ Gana gbihi a ngmami,ada,1,Rules that govern the writing of Ghanaian languages,,,gemini-3.6-flash,,
Mi gbami nɛ ɔ hyɛ saneyo slɔɔtohi.,ada,1,This section looks at various topics.,,,gemini-3.6-flash,,
Saneyo ngmami jeɔ kɛtsɛ klɛdɛɛ ko kpo ngɛ,ada,1,Topic writing emerged from a specific background in,,,gemini-3.6-flash,,
"Gana gbihi, Aflaane gbi kɛ blema sanehi a ngmami mi.",ada,1,"Ghanaian languages, the English language, and the writing of ancient history.",,,gemini-3.6-flash,,
Wa sɛsɛ munyutso nɛ ɔ bɔɔ he ni ngɛ wa ni kasemi nɛ be ɔ mi.,ada,1,We briefly touched on this topic in our previous lesson.,,,gemini-3.6-flash,,
Nyɛɛ kɛ nyɛ sibi nɛ sɛsɛ he konɛ nyɛɛ ngma nyɛ heto ɔmɛ.,ada,1,Walk closer to each other and write your answers.,,,gemini-3.6-flash,,
"Jahanɛ ɔ, moo ngɔ o heto ɔ kɛ to nɔ nɛ ngɛ ningma tɛ ɔ nɔ ɔ.",ada,1,"Now, compare your answer with the one on the blackboard.",,,gemini-3.6-flash,,
"Loko ni kasemi ɔ maa ba nyagbe ɔ, kaselɔ nɛ nyɛ nɛ e;",ada,1,"Before the lesson comes to an end, the learner should be able to;",,,gemini-3.6-flash,,
Saneyo ji ni ngmami blɔ nɔ tomi nɛ a guɔ kɛ jeɔ juɛmi aloo susumi kpo.,ada,1,A paragraph is a piece of writing that expresses an idea or thought.,,,gemini-3.6-flash,,
Saneyo tsuaa saneyo jeɔ oti pɔtɛɛ ko kpo.,ada,1,Every paragraph expresses a specific main idea.,,,gemini-3.6-flash,,
Nyɛ maa kase saneyo slɔɔto etɛ a he ni.,ada,1,You will learn about three different types of paragraphs.,,,gemini-3.6-flash,,
Saneyo fɛɛ saneyo ngɛ e ngmami blɔ nɔ tomi pɔtɛɛ nɛ a kɛ ngmaa lɛ.,ada,1,Every essay has a specific format that it is written in.,,,gemini-3.6-flash,,
Munyuza oti ji munyuza nɛ tsɔɔ yi mi tomi oti pɔtɛɛ nɛ ngɛ kuku ngɛ saneyo ko,ada,1,The main paragraph is the paragraph that shows the specific main purpose that is in a text.,,,gemini-3.6-flash,,
Akplahe munyuza ji munyuza nɛ yeɔ bua munyuza oti ɔ sisi numi.,ada,1,A supporting paragraph is a paragraph that helps in understanding the main paragraph.,,,gemini-3.6-flash,,
Kɛtsɛ nɛ he hiaa kɛ ha saneyo ngmami.,ada,1,Why it is important for essay writing.,,,gemini-3.6-flash,,
E sa nɛ o to yi mi tomi ɔ nya ngɛ kuku ɔ,ada,1,You should arrange the purpose in the text.,,,gemini-3.6-flash,,
Wa sɛsɛ saneyo slɔɔto etɛ he ni ngɛ mi gbami nɛ ɔ mi.,ada,1,We discussed three different types of essays in this section.,,,gemini-3.6-flash,,
Wa je sisi kɛ amaniɛbɔ,ada,1,We started with a report.,,,gemini-3.6-flash,,
Amaniɛbɔ saneyo ji nyazia nyatsɔɔ nɛ bɔɔ nɔ ko he amaniɛ ngɛ oti pɔtɛɛ ko he.,ada,1,A narrative essay is a detailed explanation that gives an account of someone concerning a specific main topic.,,,gemini-3.6-flash,,
Nihi nɛ ji anɔkuale aloo nihi nɛ pi anɔkuale jeɔ kpo ngɛ amaniɛbɔ saneyo ngmami,ada,1,Real or fictional characters appear in narrative reports,,,gemini-3.6-flash,,
Saneyo ɔ lomi hii nyatsɔɔ.,ada,1,The plot of the narrative is continuous.,,,gemini-3.6-flash,,
Amaniɛbɔ saneyo bimi nɔhyɛ nihi,ada,1,Examples of narrative report questions,,,gemini-3.6-flash,,
Ngmaa saneyo kɛ kɔ o kekle ligbi ngɛ sukuu he.,ada,1,Write an essay about your first day at school.,,,gemini-3.6-flash,,
Ngmaa saneyo kɛ kɔ buajɔ blɔ hami ko nɛ o hɛ be nɔ jee gbleegbleegblee ɔ,ada,1,Write an essay about a fun vacation that you will never forget,,,gemini-3.6-flash,,
Ngmaa saneyo kɛ kɔ nɔ ko nɛ o kase ngɛ mo nitsɛ o he.,ada,1,Write an essay about something you learned about yourself.,,,gemini-3.6-flash,,
Amaniɛbɔ saneyo blɔ nɔ tomi.,ada,1,Structure of a narrative essay.,,,gemini-3.6-flash,,
Amaniɛbɔ saneyo ngɛ blɔ nɔ tomi nɛ kudɔɔ nɔ kɛ ha saneyo ɔ ngmami saminya.,ada,1,A narrative essay has a structure that guides one to write the essay well.,,,gemini-3.6-flash,,
Moo kane demiyo nɛ ɔ ngɛ itanɛti ɔ nɔ.,ada,1,Read this story on the internet.,,,gemini-3.6-flash,,
Nyɛɛ kɛ nyɛ sibi nɛ sɛɛ nɔ nɛ nyɛ kase kɛ je ni kanemi ɔ mi ɔ he ni.,ada,1,Discuss with each other what you have learned from the reading.,,,gemini-3.6-flash,,
Nɔ ko nɛ he hia nɛ sa kaa ni kaneli ɔmɛ nɛ a le hiɔ nya blimi ɔ mi.,ada,1,Something important that readers should know in the introduction.,,,gemini-3.6-flash,,
Demi nɛ jeɔ yi mi tomi oti ɔ kpo ɔ ma nyɛ piɛɛ he.,ada,1,An explanation that reveals the main purpose can be added.,,,gemini-3.6-flash,,
Nya tsɔɔmi fitsofitso kɛ ha demi ɔ aloo munyutso oti ɔ jeɔ kpo ngɛ hiɛ ɔ.,ada,1,Detailed explanation for the support or the main topic appears here.,,,gemini-3.6-flash,,
Be mi nɛ nɔ ɔ ya nɔ kɛ bɔ nɛ a to ni ɔmɛ a nya ha a jeɔ kpo.,ada,1,"While the person proceeds, how the people are organized/arranged is revealed.",,,gemini-3.6-flash,,
Tii demi oti ɔmɛ a mi ekohu,ada,1,Repeat the main explanations again,,,gemini-3.6-flash,,
Hyɛ oti ɔmɛ a mi ekohu,ada,1,Review the main points again,,,gemini-3.6-flash,,
Ngmaa demi ko kɛ muɔ saneyo ɔ nya.,ada,1,Write a supporting statement to conclude the story.,,,gemini-3.6-flash,,
Kane ha nyɛ tsu mi bi ɔmɛ konɛ a sɛsɛ he.,ada,1,Read it to your classmates so that they can discuss it.,,,gemini-3.6-flash,,
"Benɛ i ngɛ Yunivɛsiti yae ɔ, i bɔɔ mɔde wawɛɛ ngɛ ni kasemi mi.",ada,1,"When I was attending university, I made a lot of effort in my studies.",,,gemini-3.6-flash,,
"I jɔ ye fɔli ɔmɛ a kɔni si, nɛ pe lɛ tsuo ɔ, i jɔ imi nitsɛ hu ye kɔni si.",ada,1,"I blessed my parents' hands, and above all, I blessed my own hands too.",,,gemini-3.6-flash,,
Pe ye ni kasemi ngɛ Yunivɛsiti ɔ nɛ ma nyagbe lo?,ada,1,Will my studies at the university come to an end?,,,gemini-3.6-flash,,
"Loko ma po ye yi kɛ fɔ si ɔ, i hɛ kɛ su ye fɔli ɔmɛ a he kɛ hla bua womi kɛ",ada,1,"Before I gave up completely, I reached out to my parents for comfort and",,,gemini-3.6-flash,,
Enɛ ɔ he nɛ nyumu tu we fo ngɛ ta nya a nɛ.,ada,1,This is why a man does not run away from battle.,,,gemini-3.6-flash,,
Mɛni ji kalemi saneyo?,ada,1,What is a descriptive text?,,,gemini-3.6-flash,,
Kalemi saneyo he blɔ nɔ tomi,ada,1,Structure of a descriptive text,,,gemini-3.6-flash,,
Kalemi saneyo he blɔ nɔ tomi ngɛ kaa bɔ nɛ saneyo nɛ wa kase he ni kɛ be ɔ ngɛ,ada,1,The structure of a descriptive text is like the text we learned about previously.,,,gemini-3.6-flash,,
Nya blimi: E sa nɛ e je kpo kɛ tsɔɔ nɔ he pɔtɛɛ nɛ saneyo ɔ kɔɔ.,ada,1,Introduction: It must show and indicate the specific person the text is about.,,,gemini-3.6-flash,,
Munyutso mi kukuhi: Hiɛ ɔ ji he nɛ a gbaa nihi nɛ a yaa tu he munyu ɔ kpɛ kɛ,ada,1,Paragraphs: This is where the subjects discussed are broken down and,,,gemini-3.6-flash,,
Kalemi saneyo nɔhyɛ nihi,ada,1,Examples of descriptive essays,,,gemini-3.6-flash,,
Sɛni ngɔngɔɛ ko kalemi.,ada,1,Describing a green pot.,,,gemini-3.6-flash,,
Kale juɛmi ngɛ he yemi kɛ nɔ yemi he.,ada,1,Describe thoughts on freedom and leadership.,,,gemini-3.6-flash,,
Womi ko nɛ o suɔ wawɛɛ kalemi.,ada,1,Describe a book you love reading very much.,,,gemini-3.6-flash,,
Kale o kekle blɔ hiami nɛ o hia kɛ ya ma se.,ada,1,Describe your first journey abroad.,,,gemini-3.6-flash,,
Kale o huɛ nɛ o suɔ saminya.,ada,1,Describe your best friend whom you love very much.,,,gemini-3.6-flash,,
"Kɛ gu nɔ nɛ nyɛ kase ɔ nɔ ɔ, nyɛɛ ngma nɔ nɛ ji kalemi saneyo.",ada,1,"Based on what you have learned, write a descriptive essay.",,,gemini-3.6-flash,,
Mɛni he je nɛ o susu ja?,ada,1,Why do you think so?,,,gemini-3.6-flash,,
Nihi nɛ nyɛɛ se ɔmɛ ji kalemi saneyo blɔ nɔ tomi ɔmɛ.,ada,1,The following are the structures of a descriptive essay.,,,gemini-3.6-flash,,
Kalemi saneyo he so,ada,1,Caring for a descriptive essay,,,gemini-3.6-flash,,
Gbi ɔ mi nɛ tsɔ ha kaneli.,ada,1,The language should be clear to the readers.,,,gemini-3.6-flash,,
Gbi ɔ he ni tsumi kɛ munyutso oti ɔ nɛ hi glɛ kake,ada,1,The language's function and the main topic should be in line.,,,gemini-3.6-flash,,
O muyutso ɔmɛ nɛ a hi gbugbuugbu kɛ ha saneyo ɔ he susumi.,ada,1,Your main topics should be solid enough to support the essay's idea.,,,gemini-3.6-flash,,
Nihi nɛ a hyɛɔ kɛ ngmaa kalemi saneyo,ada,1,People who review and write descriptive essays,,,gemini-3.6-flash,,
Bua anɔkuale aloo munyu kɛkɛ komɛ nɛ o hɛɛ ɔ a nya.,ada,1,Gather the facts or general information you have.,,,gemini-3.6-flash,,
"Lɔ ɔ se ɔ, moo to otihi nɛ maa je kpo ɔ a nya.",ada,1,"After that, arrange the main points that will emerge.",,,gemini-3.6-flash,,
"Etɛne ji kaa, ngmaa munyuza oti kɛ ha kuku fɛɛ kuku.",ada,1,"Thirdly, write a summary for each paragraph.",,,gemini-3.6-flash,,
"Enɛ ɔ se ɔ, moo lo saneyo ɔ.",ada,1,"After this, edit the essay.",,,gemini-3.6-flash,,
"Nyagbe ɔ, kane saneyo ɔ ekohu.",ada,1,"Finally, read the essay again.",,,gemini-3.6-flash,,
O maa ngɔ nɔ ko kɛ piɛɛ he lo?,ada,1,Will you add someone to it?,,,gemini-3.6-flash,,
Kane saneyo ɔ ha nyɛ tsu mi bi ɔmɛ.,ada,1,Read the essay to your classmates.,,,gemini-3.6-flash,,
Moo ngɔ gbi tso he ni nɛ o tsu ngɛ amaniɛbɔ saneyo ɔ mi ɔ kɛ to kalemi,ada,1,Compare the language features you used in the report with the descriptive,,,gemini-3.6-flash,,
Nyɛɛ kɛ nyɛ tsu mi bi ɔmɛ nɛ sɛsɛ he.,ada,1,Walk away from your housemates.,,,gemini-3.6-flash,,
Enɛ ɔ ji saneyo nɛ gblaa kanelɔ ɔ juɛmi kɛ baa munyutso ɔ he.,ada,1,This is the core idea that draws the reader's attention to the main topic.,,,gemini-3.6-flash,,
Blɔ nɔ nɛ a guɔ kɛ ngmaa peemiblɔnɔ saneyo,ada,1,The method used to write a process or instructional essay,,,gemini-3.6-flash,,
"Loko o ma nyɛ ngma peemiblɔnɔ saneyo saminya a, e sa nɛ o nu munyutso ɔ sisi.",ada,1,"Before you can write a good process essay, you must understand the main topic.",,,gemini-3.6-flash,,
Bimi nɔhyɛ ni komɛ ji nihi nɛ nyɛɛ se ɔ nɛ;,ada,1,Here are some sample questions below;,,,gemini-3.6-flash,,
Mɛni he je e sa nɛ nihi a tsa nɔ nɛ a hi je mi nihi kasee?,ada,1,Why should people continue to be lifelong learners?,,,gemini-3.6-flash,,
Sɛsɛ se nami nɛ ngɛ yi mi puɛmi tsami he.,ada,1,The importance of ending brain drain.,,,gemini-3.6-flash,,
Tsɔɔ nyagba nɛ ngɛ tso poomi nɛ a du we kɛ ma nane mi ɔ he.,ada,1,Explain the problem of cutting down trees without replanting them.,,,gemini-3.6-flash,,
Bɔ nɛ sosia midia ngɛ wa ni kasemi blɔ nɔ tomi awi yee.,ada,1,How social media is harming our educational system.,,,gemini-3.6-flash,,
"Ke o yaa ngma peemiblɔnɔ saneyo ko ɔ, e sa nɛ o tsu blɔ nya tomi nɛ ɔmɛ a he ni.",ada,1,"When you are going to write a process essay, you must follow these steps.",,,gemini-3.6-flash,,
Kane bimi ɔ saminya.,ada,1,Read the question carefully.,,,gemini-3.6-flash,,
Kane nihi nɛ o kase kɛ be ngɛ saneyo ɔ he ɔ ekohu.,ada,1,Read again the things you have learned about the narrative essay.,,,gemini-3.6-flash,,
Ngɔɔ bimi ɔ kɛ wo munyutso nɛ sisi numi ngɛ a mi.,ada,1,Put the questions into topics that make sense.,,,gemini-3.6-flash,,
Moo ngma nya blimi kpitii ko kɛ je o saneyo ɔ sisi.,ada,1,Write a short introduction to begin your narrative essay.,,,gemini-3.6-flash,,
Peemiblɔnɔ saneyo he blɔ nɔ tomi,ada,1,Outline for a narrative essay,,,gemini-3.6-flash,,
Nihi nɛ nyɛɛ se ɔmɛ ji blɔ nɔ tomi nɛ a kɛ ngmaa peemiblɔnɔ saneyo.,ada,1,The following are the guidelines for writing a narrative essay.,,,gemini-3.6-flash,,
Saneyo ɔ nya blimi,ada,1,Introduction of the essay,,,gemini-3.6-flash,,
E sa nɛ o tu munyutso ɔ he ni kɛ bli saneyo ɔ nya nɛ o do nɔ nɛ o ma demi ɔ nɔ,ada,1,"You should discuss the main topic, address the essay question, and emphasize your point to reach a conclusion.",,,gemini-3.6-flash,,
Hiɛ ɔ ji he nɛ a gbaa munyutso ɔ he bo nɛ a deɔ e he nihi tsuo,ada,1,"This is where the main topic is discussed, giving all details about it.",,,gemini-3.6-flash,,
E sa nɛ kuku fɛɛ kuku nɛ hɛɛ juɛmi pɔtɛɛ ko ngɛ munyutso ɔ he.,ada,1,Each paragraph should contain a specific idea about the main topic.,,,gemini-3.6-flash,,
Kane nɔ nɛ nyɛɛ se ɔ konɛ nyɛɛ sɛsɛ blɔ nɔ tomi nɛ a kɛ ngmaa peemiblɔnɔ saneyo,ada,1,Read the following to understand the structural format used in writing a procedural essay.,,,gemini-3.6-flash,,
Tsɔɔ nɔ nɛ ji saneyo sisi.,ada,1,Indicate what the meaning of an essay is.,,,gemini-3.6-flash,,
Kane o heto kɛ ha nyɛ tsu mi bi ɔmɛ.,ada,1,Read your answer to your classmates.,,,gemini-3.6-flash,,
"Ngɛ kuuhi a mi ɔ, nyɛɛ sɛsɛ he kɛ tsɔɔ blɔ nɔ nɛ a guɔ kɛ ngmaa peemiblɔnɔ",ada,1,"In groups, correct it to show the way to write a procedure",,,gemini-3.6-flash,,
"Lɔ ɔ se ɔ, e tsɔɔ e juɛmi ngɛ nɔ nɛ e na a",ada,1,"After that, they should share their thoughts on what they found",,,gemini-3.6-flash,,
Nyɛ je nyɛ susumi kɛ ha nyɛ tsu mi bi ɔmɛ.,ada,1,Share your thoughts with your classmates.,,,gemini-3.6-flash,,
Ngɔɔ mo nitsɛ o munyunguhi kɛ tsɔɔ amaniɛbɔ saneyo sisi.,ada,1,Use your own words to explain the meaning of the report essay.,,,gemini-3.6-flash,,
Sɛsɛ amaniɛbɔ saneyo ngmami blɔ nɔ tomi ɔmɛ a he.,ada,1,Correct the mistakes in the report writing structure.,,,gemini-3.6-flash,,
Je o juɛmi kpo kɛ,ada,1,Express your thoughts and,,,gemini-3.6-flash,,
Nyɛɛ ngma munyuza oti ɔmɛ ngɛ kuku fɛɛ kuku mi.,ada,1,Write down the main points in each paragraph.,,,gemini-3.6-flash,,
"Ngmaa blɔ nya tomi kɛ ha saneyo munyutso nɛ ɔ, ‘Ye sukuu ɔ’.",ada,1,"Write an outline for the essay topic, 'My school'.",,,gemini-3.6-flash,,
"Ngmaa kalemi saneyo nɛ hɛɛ kuku etɛ ngɛ munyutso, ‘Ye huɛ nɛ i suɔ",ada,1,"Write a descriptive essay of three paragraphs on the topic, 'My favorite friend",,,gemini-3.6-flash,,
O hɛ ko je blɔ nɔ tomi nɛ a kɛ ngmaa kalemi saneyo ɔ nɔ.,ada,1,Do not forget the layout used in writing a descriptive essay.,,,gemini-3.6-flash,,
Mɛni ji peemiblɔnɔ saneyo?,ada,1,What is a procedural essay?,,,gemini-3.6-flash,,
Moo ngɔ amaniɛbɔ saneyo kɛ to peemiblɔnɔ saneyo he.,ada,1,Compare a report essay with a procedural essay.,,,gemini-3.6-flash,,
Mlaa nɛ kudɔɔ Gana gbihi a ngmami bɔ he,ada,1,Rules governing the spelling of Ghanaian languages,,,gemini-3.6-flash,,
Mi gbami nɛ ɔ hyɛ mlaahi nɛ kudɔɔ nɔ kɛ ngmaa Gana gbihi.,ada,1,This section examines the rules that guide the writing of Ghanaian languages.,,,gemini-3.6-flash,,
Da mlaahi nɛ kudɔɔ biɛhi kɛ biɛnanemidali a ngmami nɔ kɛ ngma,ada,1,"Based on the rules governing the writing of nouns and pronouns, write",,,gemini-3.6-flash,,
Da mlaa nɛ kudɔɔ kaleli a ngmami nɔ kɛ ngma munyuzahi.,ada,1,"Based on the rule governing the writing of adjectives, write phrases.",,,gemini-3.6-flash,,
Da mlaa nɛ kudɔɔ peemimunyuhi kɛ miblɛkeli a ngmami nɔ kɛ ngma,ada,1,"Based on the rule governing the writing of verbs and adverbs, write",,,gemini-3.6-flash,,
"Biɛhi tsuɔ ni kaa peelɔ, nɔnalɔ, nɔnalɔ setsɔ, biɛkalelɔ nɛ a tsuɔ ni kaa",ada,1,"Nouns function as subject, object, indirect object, predicate noun that functions as",,,gemini-3.6-flash,,
Biɛnanemidali tsuɔ ni kaa peelɔ kɛ nɔnalɔ ngɛ munyuza mi.,ada,1,An adjective functions as a modifier and a qualifier in a sentence.,,,gemini-3.6-flash,,
"Ngɛ Dangme mi ɔ, kaleli baa ngɛ biɛ nɛ a ngɛ kalee ɔ",ada,1,"In Dangme, qualifiers come after the noun they qualify,",,,gemini-3.6-flash,,
Ekomɛ hu a baa ngɛ biɛ nɛ a ngɛ kaleɔ e hɛ kpɛ.,ada,1,while some also come before the noun they qualify.,,,gemini-3.6-flash,,
Peemimunyu tsɔɔ nɔ peemi ngɛ munyuza mi.,ada,1,A verb indicates an action in a sentence.,,,gemini-3.6-flash,,
Miblɛkeli blɛkeɔ peemimunyuhi kɛ miblɛkeli kpahi a mi.,ada,1,Pronouns replace verbs and other pronouns.,,,gemini-3.6-flash,,
Wa kase biɛhi a he ni ngɛ ni kasemi nɛ be ɔ mi.,ada,1,We learned about nouns in the previous lesson.,,,gemini-3.6-flash,,
Yi mi susumi mi sane bimi: O ma nyɛ kai biɛ slɔɔtohi ngɛ a glɛ nɔ lo?,ada,1,Thinking question: Can you remember the different names on their categories?,,,gemini-3.6-flash,,
"Biɛhi ji nimli a biɛhi, he biɛhi lohwehi a biɛhi kɛ nihi a biɛhi.",ada,1,"Nouns are names of people, places, animals, and things.",,,gemini-3.6-flash,,
E ji munyu nɛ ma nyɛ da si ngɛ biɛ nane mi.,ada,1,It is a word that can stand in place of a noun.,,,gemini-3.6-flash,,
"Nɔhyɛ nihi ji: lɛ, mo, imi, mɛ, wɔ,",ada,1,"Examples are: he/she/it, you, I, them, us,",,,gemini-3.6-flash,,
E ngɛ ja ngɛ Dangme mi lo?,ada,1,Is it like that in Dangme?,,,gemini-3.6-flash,,
O kɛ nɔ ko nɛ sɛsɛ he nɛ nyɛ de heto ɔ ngɔ ha tsɔɔlɔ ɔ.,ada,1,Compare your answers with a partner and give them to the teacher.,,,gemini-3.6-flash,,
"Ngɛ ni kasemi nɛ ɔ mi ɔ, wa sɛsɛ mlaahi nɛ kudɔɔ biɛhi kɛ biɛ nanemidali a",ada,1,"In this lesson, we have checked the rules governing nouns and pronouns.",,,gemini-3.6-flash,,
Moo hyɛ sɛni ɔ nɛ o kɛ nyɛ jua bi ɔmɛ nɛ sɛsɛ biɛhi a ni tsumi he.,ada,1,Look at the diagram and use it with your friend to discuss the functions of nouns.,,,gemini-3.6-flash,,
"Jehanɛ ɔ, moo ngɔ nihi nɛ o ngma ngɛ sɛni nɛ o hyɛɔ he ɔ kɛ to nihi nɛ nyɛɛ se nɛ",ada,1,"Now, compare what you wrote based on the diagram you are looking at with the following ones that",,,gemini-3.6-flash,,
Biɛ womi kɛ ngma munyuza he mlaahi ngɛ munomuno ngɛ Gana gbihi a,ada,1,Nouns and punctuation rules are basic in Ghanaian languages,,,gemini-3.6-flash,,
"Be babauu ɔ, biɛhi daa si kaa:",ada,1,"Most of the time, nouns stand as:",,,gemini-3.6-flash,,
Peelɔ ngɛ munyuzahi a mi,ada,1,The performer/subject in sentences,,,gemini-3.6-flash,,
Nyasa ji manye yemi nya safie.,ada,1,Wisdom is the key to success.,,,gemini-3.6-flash,,
Nɔnali ngɛ munyuzahi a mi (Nɔnalɔ aloo nɔnalɔ setsɔ),ada,1,Subjects in sentences (Direct subject or indirect subject),,,gemini-3.6-flash,,
Biɛhi ma nyɛ tsu ni kaa nɔnali ngɛ munyuzahi a mi.,ada,1,Nouns can function as subjects in sentences.,,,gemini-3.6-flash,,
I kɛ change to ningma tso ɔ ha Kojo.,ada,1,I gave the pen to Kojo.,,,gemini-3.6-flash,,
Alimo ngɔ nike ni mane Kosi.,ada,1,Alimo sent a gift to Kosi.,,,gemini-3.6-flash,,
Tɛɛkua he nɔ ko ha Tɛɛkpi.,ada,1,Tɛɛkua bought something for Tɛɛkpi.,,,gemini-3.6-flash,,
Biɛhi daa si kaa sukaleli aloo biɛ kaleli.,ada,1,Nouns stand as qualifiers or noun modifiers.,,,gemini-3.6-flash,,
Enɛ ɔ ji biɛ nɛ ngɛ biɛ kpa kalee.,ada,1,This is a noun that modifies another noun.,,,gemini-3.6-flash,,
Dade pɛɛ ɔ ngɛ Ofoe dɛ.,ada,1,The iron hat is in Ofoe's hand.,,,gemini-3.6-flash,,
A nga sukuu sinya a.,ada,1,The school garden was weeded.,,,gemini-3.6-flash,,
E he to womi baagi.,ada,1,He bought a book bag.,,,gemini-3.6-flash,,
Munyukpɔfa yi: Biɛhi ma nyɛ da si kaa biɛmunyukpɔfa yi.,ada,1,Noun phrase: Nouns can stand as head of noun phrases.,,,gemini-3.6-flash,,
Tsu he ɔ mi dɔ la.,ada,1,The outside of the house is hot.,,,gemini-3.6-flash,,
